Plant_ID,Common_Name,Scientific_Name,Family,Kingdom,Division,Class,Order,Plant_Type,Life_Span,Leaf_Type,Leaf_Arrangement,Leaf_Shape,Stem_Type,Stem_Texture,Flower_Color,Flower_Type,Flowering_Season,Fruit_Type,Fruit_Color,Root_Type,Habitat,Native_Region_India,Medicinal_Uses,Culinary_Uses,Industrial_Uses,Fragrance,Toxicity_Level
204,Copper Pod,Peltophorum pterocarpum,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Bipinnate,Alternate,Oval,Woody,Rough,Yellow,Raceme,Pod,Copper Brown,Taproot,Roadsides,Coastal India,None,None,Ornamental,Mild,None,
205,Rain Tree,Samanea saman,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Bipinnate,Alternate,Rhomboid,Woody,Rough,Pink-White,Globose,Pod,Black,Taproot,Roadsides,Throughout India,None,None,Shade,None,None,
206,African Mahogany,Khaya senegalensis,Meliaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Pinnate,Alternate,Elliptic,Woody,Rough,White,Panicle,Capsule,Brown,Taproot,Plantations,South India,Fever,None,Timber,None,None,
207,Indian Mahogany,Swietenia mahagoni,Meliaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Pinnate,Alternate,Ovate,Woody,Rough,Green-White,Panicle,Capsule,Brown,Taproot,Forests,South India,None,None,High-end Furniture,None,None,
208,Red Bead Tree,Adenanthera pavonina,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Bipinnate,Alternate,Oval,Woody,Smooth,Creamy,Raceme,Pod,Red seeds,Taproot,Western Ghats,South India,Wounds,Seeds eaten,Dye,Mild,None,
209,Scholar Tree,Alstonia scholaris,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Tree,Perennial,Simple,Whorled,Oblanceolate,Woody,Smooth,Green-White,Cyme,Follicle,Brown,Taproot,Forests/Urban,India,Malaria,None,Slate making,Strong,Latex Toxic,
210,Mountain Ebony,Bauhinia variegata,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Simple,Alternate,Two-lobed,Woody,Smooth,Pink/White,Raceme,Feb-April,Pod,Brown,Taproot,Dry Deciduous,India,Skin,Flowers used,Dye,Mild,None
211,Purple Orchid Tree,Bauhinia purpurea,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Simple,Alternate,Two-lobed,Woody,Smooth,Purple,Raceme,Sept-Nov,Pod,Brown,Taproot,Gardens,India,None,Leaves eaten,Ornamental,Strong,None
212,Indian Cork Tree,Stereospermum chelonoides,Bignoniaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Tree,Perennial,Pinnate,Opposite,Elliptic,Woody,Rough,Yellow-Purple,Panicle,Capsule,Grey,Taproot,Western Ghats,India,Fever,None,Timber,None,None,
213,White Teak,Gmelina arborea,Lamiaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Tree,Perennial,Simple,Opposite,Cordate,Woody,Smooth,Yellow/Brown,Panicle,Drupe,Yellow,Taproot,Deciduous,India,Joint pain,None,Timber/Paper,None,None,
214,Gamboge Tree,Garcinia morella,Clusiaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Tree,Perennial,Simple,Opposite,Elliptic,Woody,Smooth,White,Solitary,Berry,Yellow,Taproot,Western Ghats,Karnataka,Skin/Worms,None,Pigment,None,None,
215,Himalayan Cedar,Cedrus deodara,Pinaceae,Plantae,Pinophyta,Pinopsida,Pinales,Tree,Perennial,Needle-like,Whorled,Linear,Woody,Rough,Green,Cone,Autumn,Cone,Brown,Taproot,Hill stations,India,Fever,None,Timber/Oil,Balsamic,None
216,Indian Cedar,Toona ciliata,Meliaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Pinnate,Alternate,Lanceolate,Woody,Rough,White,Panicle,Capsule,Brown,Taproot,Western Ghats,India,Skin,None,Timber,Mild,None,
217,Sissoo,Dalbergia sissoo,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Compound,Alternate,Oval,Woody,Rough,Yellow-White,Panicle,Pod,Brown,Taproot,Riverbanks,North/South India,Skin,None,Timber,None,None,
218,Red Sanders,Pterocarpus santalinus,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Trifoliate,Alternate,Oval,Woody,Blackish,Yellow,Raceme,Samara,Brown,Taproot,Rocky hills,South India,Skin,None,Furniture/Dye,Faint,None,
219,Black Wood,Dalbergia latifolia,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Compound,Alternate,Obovate,Woody,Rough,White,Panicle,Pod,Brown,Taproot,Western Ghats,India,None,None,High-end Furniture,None,None,
221,Wild Nutmeg,Myristica malabarica,Myristicaceae,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Smooth,White,Clusters,Drupe,Orange-Brown,Taproot,Western Ghats,Karnataka,Pain relief,None,Ointment,Mild,None,
222,Uppage Tree,Garcinia cambogia,Clusiaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Tree,Perennial,Simple,Opposite,Elliptic,Woody,Smooth,White-Green,Solitary,Berry,Yellow-Green,Taproot,Western Ghats,Karnataka,Weight loss,Sour agent,None,Faint,None,
223,Malabar Plum,Syzygium caryophyllatum,Myrtaceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Shrub,Perennial,Simple,Opposite,Obovate,Woody,Smooth,White,Cyme,Berry,Black,Taproot,Coastal/Ghats,South India,Diabetes,Fruit,None,Mild,None,
224,Indian Laurel,Ficus retusa,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Ovate,Woody,Smooth,None,Syconium,Year-round,Fig,Yellow,Taproot,Western Ghats,India,Skin,None,Shade,None,None
225,Cluster Fig,Ficus racemosa,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Ovate,Woody,Smooth,None,Syconium,Year-round,Fig,Red,Taproot,Riverbanks,India,Diabetes,Fruit,Latex,None,None
226,Sacred Fig,Ficus religiosa,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Cordate,Woody,Smooth,None,Syconium,Year-round,Fig,Purple,Taproot,All regions,India,Skin,None,None,None,None
227,Ficus Krishnae,Ficus benghalensis var. krishnae,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Cup-shaped,Woody,Smooth,None,Syconium,Year-round,Fig,Red,Taproot,Gardens,India,Sacred,None,Ornamental,None,None
228,Wild Jack,Artocarpus hirsutus,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Rough,Green,Spike,Syncarp,Orange,Taproot,Western Ghats,Karnataka,Skin,Fruit/Seeds,Timber,Sweet,None,
229,Elephant Apple,Dillenia indica,Dilleniaceae,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Tree,Perennial,Simple,Alternate,Oblong,Woody,Rough,White,Solitary,Large Berry,Green-Yellow,Taproot,Riverbanks,India,Digestion,Jam/Pickle,None,Mild,None,
230,Indian Gum Arabic,Acacia nilotica,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Bipinnate,Alternate,Linear,Thorny,Dark Rough,Golden Yellow,Globose,Aug-Dec,Pod,Grey,Taproot,Arid regions,India,Gums/Teeth,None,Gum Arabic,None,None
232,Shisham,Dalbergia sissoo,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Compound,Alternate,Oval,Woody,Rough,Yellow-White,Panicle,Pod,Brown,Taproot,Riverbanks,India,Skin,None,Timber,None,None,
233,Babul,Vachellia nilotica,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Bipinnate,Alternate,Linear,Thorny,Rough,Yellow,Globose,Year-round,Pod,Grey,Taproot,Arid,India,Teeth,None,Gum,None,None
234,Flame of the Forest,Butea monosperma,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Trifoliate,Alternate,Rhomboid,Woody,Rough,Orange-Red,Raceme,Feb-April,Pod,Brown,Taproot,Scrub,India,Deworming,None,Dye,None,None
237,Golden Shower,Cassia fistula,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Compound,Alternate,Ovate,Woody,Smooth,Yellow,Pendulous,March-May,Pod,Dark Brown,Taproot,Deciduous,India,Laxative,None,Tanning,Mild,None
239,Indian Jujube,Ziziphus mauritiana,Rhamnaceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Ovate,Thorny,Rough,Green-Yellow,Cyme,Monsoon,Drupe,Orange-Red,Taproot,Arid,India,Digestion,Fruit,Dye,None,None
240,Wood Apple,Limonia acidissima,Rutaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Compound,Alternate,Obovate,Thorny,Rough,White-Red,Clusters,Feb-March,Berry,Grey,Taproot,Dry Plains,India,Digestion,Fruit,Gum,Pungent,None
246,Mango,Mangifera indica,Anacardiaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Simple,Alternate,Lanceolate,Woody,Rough,Yellowish,Panicle,Spring,Drupe,Yellow/Green,Taproot,Forests/Plains,India,Skin/Digestion,Fruit,Timber,Sweet,None
250,Banana,Musa paradisiaca,Musaceae,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Herb,Perennial,Simple,Spiralled,Oblong,Pseudostem,Smooth,Yellow/Red,Spike,Year-round,Berry,Yellow,Fibrous,Gardens,India,Digestion,Fruit/Leaves,Fiber,None,None
251,Guava,Psidium guajava,Myrtaceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Tree,Perennial,Simple,Opposite,Elliptic,Woody,Peeling,White,Solitary,Year-round,Berry,Yellow,Taproot,Gardens,India,Diarrhea,Fruit,None,Mild,None
254,Custard Apple,Annona squamosa,Annonaceae,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Smooth,Green,Clusters,Summer,Aggregate,Green,Taproot,Dry Hills,India,Wounds,Fruit,None,None,Seeds Toxic
257,Chickoo,Manilkara zapota,Sapotaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Rough,White,Solitary,Year-round,Berry,Brown,Taproot,Coastal/Plains,India,Digestion,Fruit,Chicle Gum,Sweet,None
259,Drumstick,Moringa oleifera,Moringaceae,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Tree,Perennial,Tripinnate,Alternate,Ovate,Woody,Corky,White,Panicles,Year-round,Pod,Brown,Taproot,Gardens,India,Malnutrition,Vegetable,Oil,Mild,None
268,Black Pepper,Piper nigrum,Piperaceae,Plantae,Magnoliophyta,Magnoliopsida,Piperales,Climber,Perennial,Simple,Alternate,Ovate,Woody,Smooth,White,Spike,Monsoon,Drupe,Black,Adventitious,Western Ghats,India,Digestion,Spice,None,Mild,None
269,Clove,Syzygium aromaticum,Myrtaceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Tree,Perennial,Simple,Opposite,Elliptic,Woody,Smooth,Reddish,Cyme,Winter,Berry,Purple,Taproot,Western Ghats,India,Toothache,Spice,Oil,Very Strong,None
270,Cinnamon,Cinnamomum verum,Lauraceae,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Tree,Perennial,Simple,Opposite,Ovate,Woody,Bark,Yellowish,Panicle,Summer,Berry,Purple,Taproot,Western Ghats,India,Diabetes,Spice,Oil,Strong,None
271,Nutmeg,Myristica fragrans,Myristicaceae,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Smooth,Pale Yellow,Solitary,Year-round,Drupe,Yellow,Taproot,Western Ghats,India,Sleep aid,Spice,Butter,Mild,None
272,Jasmine,Jasminum sambac,Oleaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Shrub,Perennial,Simple,Opposite,Ovate,Woody,Smooth,White,Cyme,Summer,Berry,Black,Taproot,Throughout,India,Wounds,Tea,Perfumery,Very Strong,None
273,Hibiscus,Hibiscus rosa-sinensis,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Shrub,Perennial,Simple,Alternate,Ovate,Woody,Smooth,Red,Solitary,Year-round,Capsule,Brown,Taproot,Gardens,India,Hair growth,Tea,Dye,None,None
274,Rose,Rosa indica,Rosaceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Shrub,Perennial,Compound,Alternate,Ovate,Thorny,Smooth,Red/Pink/Yellow,Solitary,Year-round,Hip,Red,Taproot,Gardens,India,Skin,Sweets,Perfumery,Strong,None
275,Marigold,Tagetes erecta,Asteraceae,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Herb,Annual,Compound,Opposite,Lanceolate,Green,Smooth,Orange/Yellow,Head,Year-round,Achene,Black,Taproot,Gardens,India,Skin,None,Dye/Sacred,Strong,None
279,Vanilla,Vanilla planifolia,Orchidaceae,Plantae,Magnoliophyta,Liliopsida,Asparagales,Climber,Perennial,Simple,Alternate,Elliptic,Succulent,Smooth,Green-Yellow,Raceme,Spring,Pod,Dark Brown,Adventitious,Western Ghats,India,None,Flavoring,None,Sweet,None
281,Tea,Camellia sinensis,Theaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Shrub,Perennial,Simple,Alternate,Elliptic,Woody,Smooth,White,Solitary,Year-round,Capsule,Brown,Taproot,Western Ghats,India,Antioxidant,Beverage,None,Mild,None
284,Sal,Shorea robusta,Dipterocarpaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Tree,Perennial,Simple,Alternate,Ovate,Woody,Rough,Yellowish,Panicle,Nut,Brown,Taproot,Forests,India,Skin,None,Timber/Resin,None,None,
285,Pine,Pinus roxburghii,Pinaceae,Plantae,Pinophyta,Pinopsida,Pinales,Tree,Perennial,Needle-like,Whorled,Linear,Woody,Rough,Green/Yellow,Cone,Spring,Cone,Brown,Taproot,Hills,India,Fever,None,Timber/Resin,Balsamic,None
286,Cedar,Cedrus deodara,Pinaceae,Plantae,Pinophyta,Pinopsida,Pinales,Tree,Perennial,Needle-like,Whorled,Linear,Woody,Rough,Green,Cone,Autumn,Cone,Brown,Taproot,Hill stations,India,Fever,None,Timber/Oil,Balsamic,None
288,Cane,Calamus rotang,Arecaceae,Plantae,Magnoliophyta,Liliopsida,Arecales,Climber,Perennial,Pinnate,Alternate,Linear,Thorny,Smooth,White,Spadix,Summer,Berry,Yellow,Fibrous,Wetlands,India,None,None,Furniture,None,None
291,Arjun,Terminalia arjuna,Combretaceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Tree,Perennial,Simple,Opposite,Oblong,Woody,Flaky,Pale Yellow,Spikes,March-June,Fibrous,Brown,Taproot,Water bodies,India,Heart tonic,None,Tanning,None,None
292,Ashoka,Saraca asoca,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Pinnate,Alternate,Oblong,Woody,Smooth,Orange-Red,Corymb,Feb-April,Pod,Black,Taproot,Western Ghats,India,Uterine tonic,None,Sacred,Strong,None
294,Kachnar,Bauhinia variegata,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Simple,Alternate,Two-lobed,Woody,Smooth,Pink/White,Raceme,Feb-April,Pod,Brown,Taproot,Dry Deciduous,India,Skin,Flowers,Dye,Mild,None
295,Semal,Bombax ceiba,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Tree,Perennial,Palmate,Alternate,Lanceolate,Thorny,Rough,Red,Solitary,Jan-March,Capsule,Brown,Taproot,Deciduous,India,Skin,Flowers,Cotton fiber,None,None
296,Palash,Butea monosperma,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Trifoliate,Alternate,Rhomboid,Woody,Rough,Orange-Red,Raceme,Feb-April,Pod,Brown,Taproot,Scrub,India,Deworming,None,Dye,None,None
297,Kikar,Acacia nilotica,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Bipinnate,Alternate,Linear,Thorny,Rough,Yellow,Globose,Year-round,Pod,Grey,Taproot,Arid,India,Teeth,None,Gum,None,None
298,Ber,Ziziphus mauritiana,Rhamnaceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Ovate,Thorny,Rough,Green-Yellow,Cyme,Monsoon,Drupe,Orange-Red,Taproot,Arid,India,Digestion,Fruit,Dye,None,None
300,Mulaithi,Glycyrrhiza glabra,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Herb,Perennial,Pinnate,Alternate,Oval,Woody base,Smooth,Purple/Blue,Spike,Summer,Pod,Brown,Taproot,Gardens,India,Sore throat,Sweetener,None,Sweet,None
302,Indian Madder,Rubia cordifolia,Rubiaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Climber,Perennial,Simple,Whorled,Cordate,Prickly,Rough,Greenish-White,Cyme,Summer,Berry,Purple-Black,Taproot,Hilly regions,India,Blood purifier,None,Red Dye,None,None
303,False Black Pepper,Embelia ribes,Primulaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Climber,Perennial,Simple,Alternate,Elliptic,Woody,Smooth,White-Pink,Raceme,Winter,Berry,Black,Taproot,Western Ghats,India,Deworming,Spice,None,Mild,None
304,Indian Sarsaparilla,Hemidesmus indicus,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Climber,Perennial,Simple,Opposite,Linear,Woody,Smooth,Purple,Cyme,Year-round,Follicle,Brown,Taproot,Deciduous,India,Coolant,Syrup,None,Sweet,None
305,Cretan Date Palm,Phoenix theophrasti,Arecaceae,Plantae,Magnoliophyta,Liliopsida,Arecales,Palm,Perennial,Pinnate,Spiralled,Linear,Rough,Ringed,Yellow,Spadix,Summer,Berry,Brown,Fibrous,Coastal,India,None,Fruit eaten,Brooms,None,None
306,Screw Pine,Pandanus tectorius,Pandanaceae,Plantae,Magnoliophyta,Liliopsida,Pandanales,Tree,Perennial,Simple,Spiralled,Sword-like,Woody,Prickly,White,Spadix,Summer,Syncarp,Orange,Stilt Root,Coastal,India,Skin,Flavoring,Mats/Fiber,Very Strong,None
308,Indian Oak,Barringtonia acutangula,Lecythidaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Tree,Perennial,Simple,Alternate,Obovate,Woody,Rough,Red,Pendulous,Drupe,Brown,Taproot,Wetlands,India,Diarrhea,None,Timber,Mild,None,
309,Red Silk Cotton,Bombax ceiba,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Tree,Perennial,Palmate,Alternate,Lanceolate,Thorny,Rough,Red,Solitary,Jan-March,Capsule,Brown,Taproot,Deciduous,India,Skin,Flowers,Cotton fiber,None,None
310,Yellow Silk Cotton,Cochlospermum religiosum,Bixaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Tree,Perennial,Palmate,Alternate,Lobbed,Woody,Smooth,Yellow,Clusters,Feb-April,Capsule,Brown,Taproot,Dry Hills,India,Skin,None,Sacred Gum,None,None
311,Indian Tulip,Thespesia populnea,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Tree,Perennial,Simple,Alternate,Cordate,Woody,Fissured,Yellow-Red,Solitary,Year-round,Capsule,Brown,Taproot,Coastal,India,Skin,None,Boat building,None,None
312,Kusum Tree,Schleichera oleosa,Sapindaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Compound,Alternate,Elliptic,Woody,Rough,Yellow,Raceme,March-May,Berry,Brown,Taproot,Deciduous,India,Skin,Fruit eaten,Lac Dye/Oil,None,None
313,Indian Rosewood,Dalbergia latifolia,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Compound,Alternate,Obovate,Woody,Rough,White,Panicle,Summer,Pod,Brown,Taproot,Western Ghats,India,None,None,High-end Furniture,None,None
314,Anjan Tree,Hardwickia binata,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Compound,Alternate,Kidney-shaped,Woody,Rough,Green-Yellow,Panicle,July-Sept,Pod,Brown,Taproot,Dry Forest,South India,Wounds,None,Fiber/Timber,None,None
315,White Silk Cotton,Ceiba pentandra,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Tree,Perennial,Palmate,Alternate,Lanceolate,Woody,Prickly,White-Pink,Clusters,Jan-March,Capsule,Brown,Taproot,Plains,India,None,None,Kapok Fiber,None,None
316,Breadfruit,Artocarpus altilis,Moraceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Lobbed,Woody,Smooth,Yellow-Green,Spike,Year-round,Syncarp,Green,Taproot,Coastal,India,None,Vegetable,Timber,None,None
317,Star Fruit,Averrhoa carambola,Oxalidaceae,Plantae,Magnoliophyta,Magnoliopsida,Oxalidales,Tree,Perennial,Compound,Alternate,Ovate,Woody,Smooth,Pink,Clusters,Year-round,Berry,Yellow,Taproot,Gardens,India,Fever,Fruit/Pickle,None,None,None
318,Bilimbi,Averrhoa bilimbi,Oxalidaceae,Plantae,Magnoliophyta,Magnoliopsida,Oxalidales,Tree,Perennial,Compound,Alternate,Lanceolate,Woody,Smooth,Purple,Cauliflorous,Year-round,Berry,Green,Taproot,Gardens,South India,Skin,Pickle,None,None,None
319,Water Apple,Syzygium samarangense,Myrtaceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Tree,Perennial,Simple,Opposite,Elliptic,Woody,Smooth,White,Cyme,Summer,Berry,Red/Pink,Taproot,Coastal,India,Diabetes,Fruit,None,Mild,None
320,Malay Apple,Syzygium malaccense,Myrtaceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Tree,Perennial,Simple,Opposite,Oblong,Woody,Smooth,Deep Red,Clusters,Summer,Berry,Red,Taproot,Coastal,South India,Fever,Fruit,None,Mild,None
321,Java Apple,Syzygium javanicum,Myrtaceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Tree,Perennial,Simple,Opposite,Elliptic,Woody,Smooth,White,Cyme,Summer,Berry,Green-Yellow,Taproot,Coastal,India,None,Fruit,None,None,None
322,Black Cherry,Prunus serotina,Rosaceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Oval,Woody,Rough,White,Raceme,Spring,Drupe,Black,Taproot,Hill stations,India,Cough,Fruit,Timber,None,Seeds Toxic
323,Indian Plum,Flacourtia indica,Salicaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Shrub,Perennial,Simple,Alternate,Ovate,Thorny,Rough,Yellow-Green,Clusters,Summer,Berry,Deep Purple,Taproot,Scrub,India,Jaundice,Fruit,Fencing,None,None
324,Governor’s Plum,Flacourtia jangomas,Salicaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Tree,Perennial,Simple,Alternate,Lanceolate,Thorny,Smooth,White,Raceme,Summer,Berry,Dark Red,Taproot,Deciduous,India,Diarrhea,Fruit/Jam,None,None,None
325,Wild Mangosteen,Garcinia xanthochymus,Clusiaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Tree,Perennial,Simple,Opposite,Oblong,Woody,Smooth,Green-White,Solitary,Summer,Berry,Yellow,Taproot,Western Ghats,South India,None,Sour agent,Dye,None,None
326,Egg Fruit,Pouteria campechiana,Sapotaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Tree,Perennial,Simple,Alternate,Oblanceolate,Woody,Smooth,White,Clusters,Year-round,Berry,Yellow,Taproot,Gardens,India,None,Fruit,None,None,None
327,Dragon Fruit,Selenicereus undatus,Cactaceae,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactus,Perennial,Scale-like,Spiralled,None,Succulent,Prickly,White,Solitary,Summer,Berry,Pink/Red,Fibrous,Arid gardens,India,Antioxidant,Fruit,None,Sweet,None
328,Passion Fruit,Passiflora edulis,Passifloraceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Climber,Perennial,Simple,Alternate,Three-lobed,Soft,Smooth,White-Purple,Solitary,Summer,Berry,Purple/Yellow,Taproot,Ghats,South India,Insomnia,Fruit/Juice,None,Strong,None
329,Loquat,Eriobotrya japonica,Rosaceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Tree,Perennial,Simple,Alternate,Oblong,Woody,Rough,White,Panicle,Winter,Pome,Yellow,Taproot,Hill stations,India,Cough,Fruit,None,Sweet,None
330,Barbados Cherry,Malpighia emarginata,Malpighiaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Shrub,Perennial,Simple,Opposite,Ovate,Woody,Smooth,Pink,Clusters,Year-round,Drupe,Red,Taproot,Gardens,India,Vitamin C,Fruit,None,None,None
331,Brazilian Cherry,Eugenia uniflora,Myrtaceae,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Shrub,Perennial,Simple,Opposite,Ovate,Woody,Smooth,White,Solitary,Summer,Berry,Red-Black,Taproot,Gardens,India,Stomach ache,Fruit,Ornamental,None,None
332,Indian Coffee Plum,Flacourtia montana,Salicaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Tree,Perennial,Simple,Alternate,Elliptic,Thorny,Smooth,Yellowish,Raceme,Summer,Berry,Red,Taproot,Western Ghats,Karnataka,None,Fruit eaten,None,None,None
333,Velvet Apple,Diospyros blancoi,Ebenaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Tree,Perennial,Simple,Alternate,Oblong,Woody,Rough,White,Clusters,Summer,Berry,Reddish,Taproot,Coastal,India,None,Fruit eaten,Timber,Mild,None
334,Ebony Tree,Diospyros ebenum,Ebenaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Blackish,Green-White,Solitary,Summer,Berry,Black,Taproot,Dry Forest,South India,None,None,Valuable Timber,None,None
335,Coromandel Ebony,Diospyros melanoxylon,Ebenaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Rough,White,Clusters,Summer,Berry,Yellow,Taproot,Deciduous,India,Skin,Fruit eaten,Bidi Leaves,None,None
336,Indian Beech,Pongamia pinnata,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Compound,Alternate,Ovate,Woody,Smooth,White-Pink,Raceme,April-June,Pod,Brown,Taproot,Riverbanks,India,Skin,None,Biofuel,Mild,None
337,Sita Ashoka,Saraca asoca,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Pinnate,Alternate,Oblong,Woody,Smooth,Orange-Red,Corymb,Feb-April,Pod,Black,Taproot,Western Ghats,India,Uterine tonic,None,Sacred,Strong,None
339,Wild Champak,Pterospermum acerifolium,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Tree,Perennial,Simple,Alternate,Peltate,Woody,Rough,White,Solitary,Summer,Capsule,Brown,Taproot,Forests,India,Skin,None,Plates/Leaves,Strong,None
